"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"16-Apr-2025","EQ","884.90","903.00","881.05","887.40","895.00","895.15","894.97","1,348.00","588.00","26,69,664","2,38,92,68,261.30","46,276"
"15-Apr-2025","EQ","855.65","889.60","851.45","844.80","885.20","887.40","875.87","1,348.00","588.00","25,37,147","2,22,22,08,489.10","57,096"
"11-Apr-2025","EQ","860.70","863.35","833.75","837.40","842.00","844.80","843.71","1,348.00","588.00","18,78,535","1,58,49,35,998.95","44,700"
"09-Apr-2025","EQ","835.35","845.00","827.60","841.15","834.95","837.40","837.05","1,348.00","588.00","10,26,681","85,93,83,662.15","29,068"
"08-Apr-2025","EQ","835.00","847.85","826.85","815.05","842.60","841.15","839.08","1,348.00","588.00","17,07,784","1,43,29,67,239.95","50,129"
"07-Apr-2025","EQ","780.50","822.20","780.50","859.40","821.00","815.05","804.32","1,348.00","588.00","26,69,587","2,14,72,12,823.15","80,268"
"04-Apr-2025","EQ","881.10","884.70","852.10","884.35","858.20","859.40","866.35","1,348.00","588.00","14,75,762","1,27,85,23,170.75","50,105"
"03-Apr-2025","EQ","855.00","901.00","855.00","867.90","884.90","884.35","885.83","1,348.00","588.00","21,65,750","1,91,84,78,085.80","65,568"
"02-Apr-2025","EQ","864.70","871.00","839.30","866.35","865.95","867.90","856.29","1,348.00","588.00","15,54,834","1,33,13,84,444.60","43,275"
"01-Apr-2025","EQ","857.40","884.90","856.10","872.00","867.80","866.35","871.15","1,348.00","588.00","18,99,810","1,65,50,12,995.20","71,728"
"28-Mar-2025","EQ","872.85","894.90","864.00","872.85","870.00","872.00","878.70","1,348.00","588.00","37,27,492","3,27,53,61,121.70","1,03,926"
"27-Mar-2025","EQ","803.00","882.45","796.05","803.00","870.00","872.85","850.80","1,348.00","588.00","82,08,182","6,98,34,85,430.40","1,71,217"
"26-Mar-2025","EQ","817.05","832.60","800.50","816.55","802.75","803.00","815.68","1,348.00","588.00","20,42,407","1,66,59,54,058.40","46,572"
"25-Mar-2025","EQ","822.00","838.90","812.35","820.25","814.10","816.55","825.46","1,348.00","588.00","27,13,855","2,24,01,84,451.40","62,271"
"24-Mar-2025","EQ","838.75","844.70","817.55","831.70","820.50","820.25","827.91","1,348.00","588.00","18,08,999","1,49,76,82,457.80","55,509"
"21-Mar-2025","EQ","815.00","846.95","811.85","815.10","830.00","831.70","832.37","1,348.00","588.00","27,11,820","2,25,72,28,318.80","61,915"
"20-Mar-2025","EQ","820.00","823.00","800.90","813.90","812.00","815.10","812.07","1,348.00","588.00","12,86,932","1,04,50,75,772.45","34,887"
"19-Mar-2025","EQ","801.10","820.65","799.15","798.55","813.90","813.90","811.37","1,348.00","588.00","14,17,575","1,15,01,79,895.75","48,820"
"18-Mar-2025","EQ","800.70","807.80","786.30","795.05","798.15","798.55","798.75","1,348.00","588.00","13,44,527","1,07,39,43,836.20","37,811"
"17-Mar-2025","EQ","779.80","801.15","776.80","783.20","795.60","795.05","793.95","1,348.00","588.00","18,50,753","1,46,94,06,061.65","52,306"
"13-Mar-2025","EQ","783.80","795.95","776.85","781.75","781.00","783.20","787.65","1,348.00","588.00","22,01,144","1,73,37,28,760.40","62,732"
"12-Mar-2025","EQ","765.00","784.90","744.05","761.05","783.30","781.75","768.79","1,348.00","588.00","27,34,197","2,10,20,13,750.05","55,808"
"11-Mar-2025","EQ","745.00","768.00","742.00","759.10","766.00","761.05","758.23","1,348.00","588.00","27,85,862","2,11,23,15,957.65","66,551"
"10-Mar-2025","EQ","747.00","790.00","738.00","747.60","758.10","759.10","772.93","1,348.00","588.00","68,61,685","5,30,35,73,422.85","1,36,878"
"07-Mar-2025","EQ","730.00","753.90","724.00","733.25","746.25","747.60","739.61","1,348.00","588.00","26,22,387","1,93,95,32,717.05","63,627"
"06-Mar-2025","EQ","719.00","746.60","707.60","709.45","735.15","733.25","730.66","1,348.00","588.00","48,97,354","3,57,83,02,739.00","1,21,378"
"05-Mar-2025","EQ","647.00","731.50","646.00","646.65","707.00","709.45","696.28","1,348.00","588.00","62,65,335","4,36,24,09,974.05","1,35,993"
"04-Mar-2025","EQ","649.45","660.60","641.15","654.05","647.55","646.65","651.40","1,348.00","588.00","10,74,477","69,99,13,647.65","32,851"
"03-Mar-2025","EQ","652.55","664.05","639.45","650.90","655.25","654.05","650.32","1,348.00","588.00","11,60,382","75,46,16,952.60","50,106"
"28-Feb-2025","EQ","661.70","673.35","648.05","661.70","651.45","650.90","658.83","1,348.00","588.00","17,66,312","1,16,36,98,307.35","66,056"
"27-Feb-2025","EQ","673.50","678.45","660.00","669.70","663.00","661.70","667.13","1,348.00","588.00","11,09,229","74,00,01,155.10","37,836"
"25-Feb-2025","EQ","672.30","686.35","665.70","669.60","667.95","669.70","675.06","1,348.00","588.00","16,54,419","1,11,68,36,408.15","51,169"
"24-Feb-2025","EQ","670.00","680.70","656.65","670.95","667.40","669.60","669.02","1,348.00","588.00","12,37,728","82,80,59,874.25","36,824"
"21-Feb-2025","EQ","680.95","695.70","667.20","678.00","668.80","670.95","681.91","1,348.00","588.00","12,11,108","82,58,64,645.90","44,933"
"20-Feb-2025","EQ","669.90","686.50","662.35","670.65","679.50","678.00","676.98","1,348.00","588.00","12,71,876","86,10,32,351.95","45,545"
"19-Feb-2025","EQ","667.10","681.90","660.00","677.15","671.05","670.65","672.93","1,348.00","588.00","18,83,969","1,26,77,73,954.40","63,359"
"18-Feb-2025","EQ","706.80","706.80","668.00","702.00","676.00","677.15","677.96","1,348.00","588.00","29,68,321","2,01,24,12,051.00","98,552"
"17-Feb-2025","EQ","703.85","708.75","677.40","708.40","704.00","702.00","693.73","1,348.00","588.00","23,94,243","1,66,09,64,070.25","1,21,442"
"14-Feb-2025","EQ","747.45","751.10","696.75","744.00","707.60","708.40","716.74","1,348.00","588.00","17,79,389","1,27,53,57,645.30","76,883"
"13-Feb-2025","EQ","760.20","777.80","740.00","756.80","742.00","744.00","759.81","1,348.00","588.00","13,10,157","99,54,66,843.05","47,504"
"12-Feb-2025","EQ","738.00","760.00","728.65","732.05","759.05","756.80","747.91","1,348.00","588.00","31,37,758","2,34,67,50,620.45","1,02,311"
"11-Feb-2025","EQ","741.80","763.60","725.20","741.70","728.65","732.05","743.86","1,348.00","588.00","15,30,185","1,13,82,40,909.10","61,155"
"10-Feb-2025","EQ","776.90","777.00","738.05","773.40","741.00","741.70","749.08","1,348.00","588.00","11,32,859","84,86,03,340.75","43,657"
"07-Feb-2025","EQ","773.95","782.90","759.20","773.15","773.90","773.40","770.41","1,348.00","588.00","7,71,037","59,40,13,213.10","36,822"
"06-Feb-2025","EQ","780.90","788.20","767.15","775.50","772.20","773.15","777.49","1,348.00","588.00","10,09,247","78,46,78,896.20","44,349"
"05-Feb-2025","EQ","752.00","782.70","751.80","751.80","775.00","775.50","770.08","1,348.00","588.00","16,64,111","1,28,15,05,242.70","63,046"
"04-Feb-2025","EQ","734.90","753.45","731.00","728.15","751.90","751.80","745.22","1,348.00","588.00","10,07,055","75,04,74,062.05","43,288"
"03-Feb-2025","EQ","740.00","742.70","725.35","746.05","728.30","728.15","733.03","1,348.00","588.00","8,61,101","63,12,12,292.15","41,013"
"01-Feb-2025","EQ","756.00","767.90","732.00","748.35","747.00","746.05","755.77","1,348.00","588.00","11,26,229","85,11,66,364.85","40,773"
"31-Jan-2025","EQ","748.90","763.30","737.85","740.25","753.50","748.35","750.10","1,348.00","588.00","30,73,984","2,30,58,08,363.25","80,146"
"30-Jan-2025","EQ","751.95","760.30","728.30","744.70","740.60","740.25","745.78","1,348.00","588.00","13,80,777","1,02,97,56,017.65","62,459"
"29-Jan-2025","EQ","750.95","759.75","738.10","747.60","743.80","744.70","747.02","1,348.00","588.00","13,98,816","1,04,49,47,874.50","58,122"
"28-Jan-2025","EQ","753.00","769.90","735.30","755.65","749.80","747.60","751.13","1,348.00","588.00","18,60,951","1,39,78,09,824.45","71,176"
"27-Jan-2025","EQ","779.25","781.30","750.80","790.45","754.00","755.65","765.68","1,348.00","588.00","23,19,145","1,77,57,31,258.25","88,127"
"24-Jan-2025","EQ","814.00","816.00","781.00","808.80","787.00","790.45","792.40","1,348.00","588.00","27,73,445","2,19,76,77,585.55","82,530"
"23-Jan-2025","EQ","795.10","826.60","791.35","802.80","805.10","808.80","808.77","1,348.00","588.00","37,65,979","3,04,58,06,850.75","1,20,125"
"22-Jan-2025","EQ","825.00","827.35","785.10","813.35","801.45","802.80","798.64","1,348.00","588.00","23,16,536","1,85,00,73,665.30","82,737"
"21-Jan-2025","EQ","819.00","826.65","803.20","815.75","814.00","813.35","815.49","1,348.00","588.00","30,26,174","2,46,78,27,835.95","86,951"
"20-Jan-2025","EQ","815.00","828.70","801.15","805.15","816.00","815.75","815.14","1,348.00","588.00","21,08,088","1,71,83,92,064.55","69,788"
"17-Jan-2025","EQ","796.00","808.65","786.00","792.50","803.00","805.15","799.25","1,348.00","588.00","23,91,368","1,91,12,90,590.65","81,294"
"16-Jan-2025","EQ","817.95","833.15","786.55","780.15","795.00","792.50","801.07","1,348.00","588.00","24,48,865","1,96,17,11,334.25","87,757"
"15-Jan-2025","EQ","783.65","800.90","773.50","771.30","780.00","780.15","784.93","1,348.00","588.00","35,99,461","2,82,53,28,059.65","1,55,322"
"14-Jan-2025","EQ","702.95","787.70","700.10","688.75","773.00","771.30","761.49","1,348.00","588.00","95,25,701","7,25,36,87,658.75","2,96,458"
"13-Jan-2025","EQ","719.00","724.50","682.45","729.25","693.05","688.75","703.19","1,348.00","588.00","14,24,633","1,00,17,89,492.15","67,148"
"10-Jan-2025","EQ","751.50","754.70","726.35","751.50","732.95","729.25","737.87","1,348.00","588.00","12,04,613","88,88,49,582.00","49,253"
"09-Jan-2025","EQ","775.65","776.00","749.20","770.20","751.00","751.50","761.42","1,348.00","588.00","7,70,057","58,63,33,862.10","35,840"
"08-Jan-2025","EQ","781.95","784.85","761.40","781.55","770.00","770.20","770.49","1,348.00","588.00","8,69,142","66,96,62,227.55","41,654"
"07-Jan-2025","EQ","777.00","792.40","773.80","768.60","780.00","781.55","783.84","1,348.00","588.00","11,88,943","93,19,41,238.25","47,252"
"06-Jan-2025","EQ","815.05","819.00","765.10","821.25","771.65","768.60","781.98","1,348.00","588.00","27,10,372","2,11,94,64,477.75","99,948"
"03-Jan-2025","EQ","810.85","831.00","810.00","809.05","821.00","821.25","825.20","1,348.00","588.00","25,50,810","2,10,49,38,430.35","70,455"
"02-Jan-2025","EQ","808.00","810.85","793.50","805.45","808.50","809.05","804.01","1,348.00","588.00","8,77,729","70,57,00,717.55","33,647"
"01-Jan-2025","EQ","808.80","819.90","800.95","806.20","805.25","805.45","808.81","1,348.00","588.00","11,04,434","89,32,78,479.05","46,521"
"31-Dec-2024","EQ","818.40","820.00","800.00","826.25","803.65","806.20","805.98","1,348.00","588.00","11,87,100","95,67,81,190.05","44,195"
"30-Dec-2024","EQ","808.55","830.50","805.25","805.95","826.35","826.25","823.92","1,348.00","588.00","59,93,093","4,93,78,23,104.75","1,29,393"
"27-Dec-2024","EQ","798.95","814.95","791.00","792.30","803.55","805.95","802.77","1,348.00","588.00","16,99,411","1,36,42,35,776.50","75,997"
"26-Dec-2024","EQ","773.10","800.80","769.00","771.30","790.50","792.30","789.56","1,348.00","588.00","19,41,859","1,53,32,08,796.25","75,894"
"24-Dec-2024","EQ","775.00","789.95","766.05","773.30","768.60","771.30","776.47","1,348.00","588.00","9,86,887","76,62,91,027.45","37,850"
"23-Dec-2024","EQ","781.35","783.85","765.30","767.55","771.00","773.30","772.85","1,348.00","588.00","9,71,855","75,10,99,121.90","33,863"
"20-Dec-2024","EQ","799.00","812.60","761.85","796.00","769.65","767.55","784.68","1,348.00","588.00","17,99,045","1,41,16,80,033.60","79,212"
"19-Dec-2024","EQ","775.00","799.50","770.05","793.85","794.00","796.00","788.42","1,348.00","588.00","9,78,345","77,13,42,273.70","31,460"
"18-Dec-2024","EQ","815.90","818.75","790.20","813.35","793.95","793.85","800.82","1,348.00","588.00","15,03,369","1,20,39,31,058.50","38,457"
